cod_setor,pop,renda_mensal_total
330170215000101,676,314349
330170215000102,697,353828
330170215000103,597,237175
330170215000104,1300,474627
330170215000105,976,382265
330170215000106,527,117415
330170215000107,523,216818
330170215000108,703,235551
330170215000109,1145,384549
330170215000110,1340,451218
330170215000111,1344,528502
330170215000112,1438,608015
330170215000113,1467,809488
330170215000114,512,513253
330170215000115,672,273669
330170215000116,636,283804
330170215000117,1147,506189
330170215000118,619,297374
330170215000119,745,374666
330170215000120,914,350604
330170215000121,925,279189
330170215000122,601,309551
330170215000123,896,712596
330170215000124,1418,501054
330170215000125,1303,476292
330170215000126,865,433565
330170215000127,299,117365
330170215000128,578,328654
330170215000129,505,299625
330170215000130,363,177805
330170215000131,982,323987
330170215000132,1016,408358
330170215000133,647,264895
330170215000134,543,329457
330170215000135,651,273565
330170215000136,1000,383503
330170215000137,665,388215
330170215000138,822,362413
330170215000139,894,179373
330170215000140,683,132034
330170215000141,715,161396
330170215000142,791,224755
330170215000143,194,40122
330170215000144,615,264838
330170215000145,327,195715
330170215000146,908,394030
330170215000147,1235,676735
330170215000148,413,229532
330170215000149,948,481137
330170215000150,490,205576
330170215000151,410,171183
330170215000152,572,250561
330170215000153,692,277872
330170215000154,758,244075
330170215000155,644,210128
330170215000156,544,213411
330170215000157,522,206953
330170215000158,741,262372
330170215000159,514,181973
330170215000160,736,227212
330170215000161,645,235024
330170215000162,845,370521
330170215000163,702,353900
330170215000164,784,366269
330170215000165,720,299791
330170215000166,453,206334
330170215000167,665,269823
330170215000168,452,199224
330170215000169,603,225516
330170215000170,703,302074
330170215000171,507,175873
330170215000172,665,274381
330170215000173,559,237701
330170215000174,799,367220
330170215000175,400,170949
330170215000176,419,227413
330170215000177,663,257704
330170215000178,468,200091
330170215000179,923,310083
330170215000180,1208,459481
330170215000181,517,243843
330170215000182,502,207166
330170215000183,1320,616327
330170215000184,725,271093
330170215000185,815,305615
330170215000186,321,119543
330170215000187,505,185425
330170215000188,533,103535
330170215000189,935,157883
330170215000190,436,98989
330170215000191,428,91713
330170215000192,521,160025
330170215000193,468,121937
330170215000194,541,223208
330170215000195,252,104889
330170215000196,43,9270
330170215000197,279,111290
330170215000198,46,5070
330170215000199,881,312515
330170215000200,1082,573303
330170215000201,520,213713
330170215000202,452,140191
330170215000203,548,304291
330170215000204,746,271067
330170215000205,678,171547
330170215000206,1030,309751
330170215000207,762,161075
330170215000208,471,251319
330170215000209,629,210516
330170215000210,386,104838
330170215000211,476,176873
330170215000212,354,180237
330170215000213,1488,328224
330170215000214,1718,462236
330170215000215,449,118896
330170215000216,900,212723
330170215000217,783,145373
330170215000218,286,80828
330170220000001,877,538886
330170220000002,556,148453
330170220000003,1922,691419
330170220000004,1014,707136
330170220000005,752,239706
330170220000006,768,625435
330170220000007,1257,773693
330170220000008,153,144860
330170220000009,1180,1034603
330170220000010,219,108575
330170220000011,885,382449
330170220000012,598,268420
330170220000013,322,163267
330170220000015,997,530268
330170220000016,768,393403
330170220000017,594,298313
330170220000018,849,319990
330170220000019,841,407963
330170220000020,519,177557
330170220000021,932,389989
330170220000022,689,295833
330170220000023,772,549985
330170220000024,860,429945
330170220000025,966,480933
330170220000026,767,335459
330170220000027,737,364460
330170220000028,752,528382
330170220000029,789,309370
330170220000030,1250,555159
330170220000031,329,111592
330170220000032,360,220608
330170220000033,198,61294
330170220000034,934,390579
330170220000035,504,265039
330170220000036,643,327935
330170220000037,371,235290
330170220000038,1021,440551
330170220000039,14,X
330170220000040,700,197629
330170220000041,1233,489785
330170220000042,1190,352295
330170220000043,184,72705
330170220000044,377,107084
330170220000045,117,34678
330170220000046,130,29120
330170220000047,8,X
330170220000048,765,186404
330170220000049,1254,652767
330170220000050,39,100974
330170220000051,190,44610
330170220000052,783,351472
330170220000053,663,153782
330170220000054,71,25052
330170220000055,1368,432641
330170220000056,1114,361951
330170220000057,1078,459138
330170220000058,1042,347956
330170220000059,789,266712
330170220000060,935,314081
330170220000061,671,418041
330170220000062,788,540195
330170220000063,879,513038
330170220000064,737,378985
330170220000065,1448,506579
330170220000066,632,258899
330170220000067,1081,320271
330170220000068,479,250793
330170220000069,562,191462
330170220000070,757,356274
330170220000071,481,175492
330170220000072,240,109690
330170220000073,128,64910
330170220000074,61,14460
330170220000075,35,20850
330170220000076,26,12515
330170220000077,126,66637
330170220000078,78,26265
330170220000079,439,172333
330170220000080,466,192285
330170220000081,15,2140
330170220000082,82,24984
330170220000083,194,38780
330170220000084,143,20490
330170220000085,63,25900
330170220000086,390,155465
330170220000087,95,34680
330170220000088,186,82679
330170220000089,940,358374
330170220000090,941,467968
330170220000091,927,394772
330170220000092,1229,668245
330170220000093,1053,554326
330170220000094,563,394080
330170220000095,774,455452
330170220000096,424,151926
330170220000097,750,149249
330180105000001,583,258907
330180105000002,457,199202
330180105000003,931,357831
330180105000004,763,303742
330180105000005,677,380011
330180105000006,336,255166
330180105000007,710,447559
330180105000008,665,434809
330180105000009,691,472701
330180105000010,531,248646
330180105000011,498,169648
330180105000012,943,394365
330180105000013,124,56952
330180105000014,318,163052
330180105000015,366,157873
330180105000016,151,64492
330180110000001,808,460374
330180110000002,695,313220
330180110000003,178,99922
330180110000004,243,99650
330180110000005,455,240280
330180110000006,238,134178
330180110000007,40,14567
330180110000008,808,285281
330180110000009,855,297661
330180110000010,116,59298
330185005000001,487,322067
330185005000002,622,420641
330185005000003,957,602305
330185005000004,678,390478
330185005000005,1047,642031
330185005000006,742,431991
330185005000007,659,392992
330185005000008,506,214237
330185005000009,515,411659
330185005000010,1029,452992
330185005000011,677,302790
330185005000012,936,470121
330185005000013,424,430062
330185005000014,798,425465
330185005000015,562,217234
330185005000016,1173,730976
330185005000017,298,435186
330185005000018,759,374770
330185005000019,963,568801
330185005000020,445,291449
330185005000021,879,268412
330185005000022,920,314521
330185005000023,1235,551418
330185005000024,891,322300
330185005000025,1037,355464
330185005000026,1179,783578
330185005000027,759,413417
330185005000028,663,276143
330185005000029,427,224172
330185005000030,516,214358
330185005000031,354,136377
330185005000032,2592,872080
330185005000033,533,349103
330185005000034,556,273297
330185005000035,922,381141
330185005000036,1029,375507
330185005000037,1108,306629
330185005000038,NA,1200
330185005000039,330,92519
330185005000040,1742,566300
330185005000041,936,277731
330185005000043,630,314238
330185005000044,60,36695
330185005000045,185,51654
330185005000046,341,182731
330185005000047,724,438452
330185005000048,48,18195
330185005000049,465,378591
330185005000050,46,52821
330185005000051,179,180361
330185005000052,145,78221
330185005000054,229,368082
330185005000055,201,87525
330185005000056,121,81153
330185005000058,502,158777
330185005000059,27,13333
330185005000062,40,17860
330185005000063,63,25108
330185005000064,295,109164
330185005000065,280,71466
330185005000066,167,48628
330185005000067,153,42349
330185005000068,47,10685
330185005000069,2,X
330185005000070,21,2935
330185005000071,1,X
330185005000072,7,X
330185005000073,8,X
330185005000076,649,365604
330185005000077,479,319680
330185005000078,657,279154
330185005000079,553,351990
330185005000080,416,188853
330185005000081,856,438729
330185005000082,122,245776
330185005000083,795,244850
330185005000084,1185,460116
330185005000085,600,217129
330185005000086,434,149153
330185005000087,455,256697
330185005000088,249,107609
330185005000089,529,254039
330185005000090,1433,497021
330185005000091,801,297502
330185005000092,481,161000
330185005000093,693,335779
330185005000094,248,154827
330185005000095,718,310687
330185005000096,306,165248
330185005000097,871,239789
330187605060001,216,262456
330187605060002,181,158212
330187605060003,153,134582
330187605060004,217,247255
330187605060005,63,X
330187605060006,137,237768
330187605060007,38,30620
330187605060008,130,104290
330187605060009,24,31986
330187605060010,372,296192
330187605060011,4,X
330187605060012,31,13960
330187605060013,323,249321
330187605060014,17,7580
330187605060015,331,363973
330187605060016,133,141988
330187605060017,82,41300
330187605060018,325,282488
330187605060019,291,303674
330187605060020,9,X
330187605060021,42,28231
330187605060022,5,X
330187605060023,2,X
330187605060024,143,107700
330187605060025,112,132960
330187605060026,5,X
330187605060028,120,119150
330187605060029,260,248306
330187605060030,313,228487
330187605060031,312,219001
330187605060032,413,217629
330187605060033,233,170006
330187605060034,191,197383
330187605060035,486,347466
330187605060036,173,145860
330187605060037,216,151873
330187605060038,290,236075
330187605060039,219,222917
330187605060040,744,263687
330187605060041,11,X
330187605060042,208,X
330187605060043,330,250429
330187605060044,27,15190
330187605060045,778,308559
330187605060046,100,39440
330187605060047,407,94160
330187605060048,380,166572
330187605060049,41,10620
330187605060050,7,X
330187605060051,6,X
330187605060052,544,264077
330187605060053,14,8090
330187605060054,113,66434
330187605060055,332,240821
330187605060056,522,315159
330187605060057,63,X
330187605060058,449,258495
330187605060059,336,233906
330187605060060,301,212292
330187605060061,251,214453
330187605060062,189,180875
330187605060063,347,197870
330187605060064,405,471790
330187605060065,314,287741
330187605060066,231,215587
330187605060067,38,31960
330187605060068,234,180447
330187605060069,146,102500
330187605060070,234,241340
330187605060071,175,73363
330187605060072,610,398220
330187605060073,42,44188
330187605060074,319,220431
330187605060075,76,56757
330187605060076,12,X
330187605060077,62,77914
330187605060078,74,111248
330187605060079,527,196681
330187605060080,471,244652
330187605060081,372,244379
330187605060082,699,332538
330187605060083,253,113786
330187605060084,334,147900
330187605060085,150,181549
330187605070001,2,X
330187605070002,10,X
330187605070003,467,175352
330187605070004,27,X
330187605070005,54,12120
330187605070006,566,136625
330187605070007,408,146584
330187605070008,11,X
330187605070009,NA,500
330187605070010,698,217321
330187605080001,301,150119
330187605080002,320,155839
330187605080003,34,13210
330187605080004,321,191806
330187605080005,281,269368
330187605080006,271,312005
330187605080007,175,209100
330190005000001,667,1082019
330190005000002,667,1157436
330190005000003,67,71147
330190005000004,173,82526
330190005000005,656,1019668
330190005000006,473,504570
330190005000007,439,511671
330190005000008,755,827924
330190005000009,170,84557
330190005000010,1082,623860
330190005000011,323,174896
330190005000012,753,668581
330190005000013,758,310469
330190005000014,806,282308
330190005000015,453,220204
330190005000016,211,94975
330190005000017,264,178963
330190005000018,627,456909
330190005000019,621,633037
330190005000020,533,473234
330190005000021,725,360206
330190005000022,749,360225
330190005000023,798,480926
330190005000024,586,488956
330190005000025,1065,599603
330190005000026,1399,859419
330190005000027,1027,401819
330190005000028,941,406159
330190005000029,474,169285
330190005000030,552,251011
330190005000031,524,181953
330190005000032,621,284844
330190005000033,1770,1254141
330190005000034,931,974172
330190005000035,794,352207
330190005000036,659,395030
330190005000037,1144,521082
330190005000038,863,572872
330190005000039,1021,428337
330190005000040,1219,401705
330190005000041,694,231665
330190005000042,627,271876
330190005000043,1116,313856
330190005000044,480,157316
330190005000045,495,199133
330190005000046,512,246219
330190005000047,833,314797
330190005000048,492,266986
330190005000049,593,232338
330190005000050,543,155497
330190005000051,1156,456520
330190005000052,202,157926
330190005000053,801,255051
330190005000054,1024,311466
330190005000055,750,212738
330190005000056,336,107999
330190005000057,671,244321
330190005000058,631,264611
330190005000059,579,210027
330190005000060,385,124652
330190005000061,428,169539
330190005000062,821,295045
330190005000063,897,290964
330190005000064,919,351055
330190005000065,607,145142
330190005000066,820,185033
330190005000067,1021,256777
330190005000068,631,271211
330190005000069,621,224482
330190005000070,453,154932
330190005000071,144,X
330190005000072,369,114211
330190005000073,456,157241
330190005000074,467,301665
330190005000075,133,94700
330190005000076,596,290444
330190005000077,321,131346
330190005000078,284,118808
330190005000079,610,253848
330190005000080,564,345131
330190005000081,683,318250
330190005000082,879,394842
330190005000083,875,314752
330190005000084,867,420697
330190005000085,608,332141
330190005000086,1103,421659
330190005000087,977,319509
330190005000088,717,243511
330190005000089,638,510083
330190005000090,499,244659
330190005000091,508,231269
330190005000092,877,391138
330190005000093,635,435552
330190005000094,565,320629
330190005000095,565,203184
330190005000096,595,203530
330190005000097,634,268255
330190005000098,1220,371902
330190005000099,247,82374
330190005000100,755,304808
330190005000101,28,5280
330190005000102,701,257563
330190005000103,1063,424328
330190005000104,1099,535124
330190005000105,735,453166
330190005000106,646,224778
330190005000107,567,199492
330190005000108,496,188877
330190005000109,572,296736
330190005000110,776,513715
330190005000111,645,199959
330190005000112,263,366653
330190005000113,372,152919
330190005000114,63,22814
330190005000115,838,673175
330190005000116,453,389589
330190005000117,68,22239
330190005000118,150,74480
330190005000119,156,78082
330190005000120,238,64204
330190005000121,159,68567
330190005000122,420,100959
330190005000123,194,X
330190005000124,532,250332
330190005000125,8,X
330190005000126,802,1106680
330190005000127,144,95940
330190005000128,240,145499
330190005000129,565,177347
330190005000130,43,11795
330190005000131,373,160402
330190005000132,183,39974
330190005000133,677,378012
330190005000134,579,305363
330190005000135,236,167768
330190005000136,235,143428
330190005000137,39,23640
330190005000138,639,470732
330190005000139,44,35735
330190005000140,323,197989
330190005000141,164,82426
330190005000142,500,217274
330190005000143,85,25992
330190005000144,291,80324
330190005000145,160,69959
330190005000146,272,118868
330190005000147,6,X
330190005000148,54,43680
330190005000149,86,25672
330190005000150,508,183911
330190005000151,260,96405
330190005000152,240,76951
330190005000153,584,263943
330190005000154,629,249880
330190005000155,799,161938
330190005000156,23,X
330190005000157,924,376837
330190005000158,279,107092
330190005000159,503,254077
330190005000160,686,265906
330190005000161,648,190986
330190005000162,108,59100
330190005000163,202,68263
330190005000164,593,149607
330190005000165,533,138557
330190005000167,585,207527
330190005000168,415,281642
330190005000169,111,70820
330190005000170,608,621635
330190005000171,426,163653
330190005000172,3,X
330190005000173,68,28588
330190005000174,164,56231
330190005000175,482,207620
330190005000176,728,441714
330190005000177,433,221352
330190005000178,621,298490
330190005000179,153,56397
330190005000180,866,273255
330190005000181,587,214428
330190005000182,44,36440
330190005000183,50,10840
330190005000184,916,372112
330190005000186,242,X
330190005000187,470,205154
330190005000188,452,219970
330190005000189,653,283159
330190005000190,668,179199
330190005000191,516,207192
330190005000192,459,213732
330190005000193,513,211898
330190005000194,7,X
330190005000195,389,167451
330190005000196,128,41841
330190005000197,NA,0
330190005000198,1097,265683
330190005000199,674,210195
330190005000200,538,432608
330190005000201,339,197423
330190005000202,64,17546
330190005000203,34,12330
330190010000001,567,261487
330190010000002,734,283970
330190010000003,541,196956
330190010000004,932,329816
330190010000005,656,220489
330190010000006,12,X
330190010000007,31,8430
330190010000008,52,12471
330190010000009,26,4073
330190010000010,40,19021
330190010000011,812,290314
330190010000012,197,82663
330190010000013,1031,347589
330190010000014,1200,435378
330190010000015,72,18797
330190010000016,115,54154
330190010000017,251,79462
330190010000018,179,65413
330190010000019,50,31795
330190010000020,58,34637
330190010000021,28,8956
330190010000022,52,27005
330190010000023,19,X
330190010000024,36,X
330190010000025,408,147379
330190010000026,93,34960
330190010000027,52,10670
330190010000028,93,32925
330190015000001,64,15672
330190015000002,208,75387
330190015000003,1154,385152
330190015000004,799,270338
330190015000005,555,155943
330190015000006,415,125389
330190015000007,1226,358461
330190015000008,529,X
330190015000009,26,6964
330190015000010,205,33723
330190015000011,450,109347
330190015000012,646,295721
330190015000013,554,225733
330190015000014,687,271187
330190015000015,615,189976
330190015000016,838,289541
330190015000017,978,297403
330190015000018,889,281969
330190015000019,692,201132
330190015000020,1089,359715
330190015000021,638,200954
330190015000022,679,214839
330190015000023,658,229882
330190015000024,169,46675
330190015000025,1062,454071
330190015000026,379,145515
330190015000027,263,147117
330190015000028,140,94419
330190015000029,3,X
330190015000030,121,33455
330190015000031,563,188318
330190015000032,175,44491
330190015000033,8,X
330190015000034,21,6300
330190015000035,492,147443
330190015000036,6,X
330190015000037,623,275923
330190015000038,697,216750
330190015000039,81,X
330190015000040,27,11410
330190015000041,105,21658
330190015000042,4,X
330190015000043,268,106405
330190015000044,308,151446
330190015000045,117,34604
330190015000046,857,272111
330190015000047,795,324061
330190015000048,439,176370
330190015000049,534,204038
330190015000050,236,107808
330190018000001,594,321069
330190018000002,562,408311
330190018000003,399,116037
330190018000004,379,188255
330190018000005,894,635618
330190018000006,1209,790487
330190018000007,548,256376
330190018000008,781,425646
330190018000009,1122,638601
330190018000010,629,277912
330190018000011,617,320373
330190018000012,95,82687
330190018000013,562,255640
330190018000014,987,652715
330190018000015,610,237257
330190018000016,1167,454059
330190018000017,70,24480
330190018000018,419,127897
330190018000019,335,94636
330190018000020,33,13324
330190018000021,599,162358
330190018000022,27,7722
330190018000023,471,227106
330190018000024,663,257106
330190018000025,763,389855
330190018000026,410,215305
330190018000027,428,257681
330190018000028,408,168014
330190018000029,572,262547
330190018000030,694,283697
330190018000031,592,300826
330190018000032,943,478475
330190018000033,1004,523045
330190018000034,443,229770
330190018000035,287,84792
330190018000036,1188,533596
330190018000037,476,252223
330190018000038,442,188366
330190018000039,805,355909
330190018000040,611,286903
330190018000041,737,315131
330190018000042,283,129302
330190018000043,597,280810
330190018000044,255,159462
330190018000045,271,122474
330190018000046,551,220482
330190018000047,121,87513
330190018000048,666,245267
330190018000049,201,64021
330190018000050,1095,409107
330190018000051,764,497832
330190018000052,351,192325
330190018000053,516,191684
330190018000054,340,148818
330190018000055,563,227192
330190018000056,577,264171
330190018000057,548,238167
330190018000058,470,220635
330190018000059,483,221092
330190018000060,663,325666
330190018000061,969,464832
330190018000062,571,268059
330190018000063,541,219202
330190018000064,674,297716
330190018000065,634,252110
330190018000066,977,447050
330190018000067,996,348789
330190018000068,1068,450458
330190018000069,714,285060
330190018000070,643,375195
330190018000071,663,308763
330190018000072,574,240035
330190018000073,237,166513
330190018000074,1221,1137148
330190018000075,392,225949
330190018000076,633,878539
330190018000077,716,268335
330190018000078,749,328967
330190018000079,845,370800
330190018000080,614,189121
330190018000081,100,32370
330190018000082,478,127206
330190018000083,443,211440
330190018000084,405,176803
330190018000085,500,212294
330190018000086,541,236546
330190018000087,641,302306
330190018000088,77,28975
330190018000089,1075,427567
330190018000090,655,280939
330190018000091,658,263684
330190018000092,717,221002
330190018000093,105,35340
330190018000094,911,250690
330190018000095,626,239963
330190018000096,1172,354945
330190018000097,354,202057
330190018000098,520,190889
330190018000099,219,61065
330190019000001,402,126673
330190019000002,81,30080
330190019000003,230,78965
330190019000004,111,30000
330190019000005,253,101830
330190019000006,410,140508
330190019000007,361,138275
330190019000008,85,X
330190019000009,707,253129
330190019000010,28,X
330190019000011,504,209243
330190019000012,324,126820
330190019000013,188,79154
330190019000014,154,52420
330190019000015,134,45669
330190019000016,8,X
330190020000001,1056,459544
330190020000002,637,234545
330190020000003,850,439428
330190020000004,908,374159
330190020000005,120,43938
330190020000008,25,12250
330190020000009,175,78503
330190025000001,206,65853
330190025000002,326,184856
330190025000003,383,194609
330190025000004,101,44016
330190025000005,63,40445
330190025000006,318,119631
330190025000007,99,59301
330190025000008,191,74732
330190025000009,291,88006
330190025000010,1012,372923
330190025000011,37,18518
330190025000012,215,145494
330190025000013,247,109414
330190025000014,157,X
330190025000015,495,132689
330190025000016,214,91180
330190025000017,11,X
330190025000018,30,5188
330190025000019,38,16414
330190025000020,6,X
330190025000021,390,165656
330190025000022,2,X
330190040000001,833,315521
330190040000002,573,149228
330190040000003,570,330996
330190040000004,55,45027
330190040000005,59,21462
330190040000006,564,255333
330190040000007,30,11030
330190040000008,720,310036
330190040000009,806,185057
330190040000010,769,283121
330190040000011,786,227983
330190040000012,98,30109
330190040000013,14,X
330190040000014,157,50957
330190040000015,45,X
330190040000016,1087,320636
330190040000017,1013,348710
330190040000018,9,X
330200705000001,483,467162
330200705000002,685,397638
330200705000003,1015,1040502
330200705000004,799,705922
330200705000005,778,557056
330200705000006,699,488097
330200705000007,779,588904
330200705000008,669,586569
330200705000009,533,274201
330200705000010,606,309055
330200705000011,754,406898
330200705000012,373,302754
330200705000013,795,641222
330200705000014,805,719460
330200705000015,490,360944
330200705000016,756,476083
330200705000017,725,786389
330200705000018,629,394179
330200705000019,429,308307
330200705000020,798,418589
330200705000021,874,445223
330200705000022,233,90938
330200705000023,655,210739
330200705000024,681,462740
330200705000025,617,303699
330200705000026,1004,598486
330200705000027,923,479844
330200705000028,697,243970
330200705000029,870,433420
330200705000030,1137,589270
330200705000031,1257,830389
330200705000032,569,315118
330200705000033,1018,275014
330200705000034,1340,576363
330200705000035,840,517161
330200705000036,733,317080
330200705000037,1153,479704
330200705000038,194,49603
330200705000039,638,227593
330200705000040,1160,450498
330200705000041,1026,716831
330200705000042,471,156851
330200705000043,1092,414964
330200705000044,500,225067
330200705000045,1038,508044
330200705000046,1042,392891
330200705000047,757,490848
330200705000048,517,381237
330200705000049,587,235683
330200705000050,1175,906631
330200705000051,466,362292
330200705000052,777,566073
330200705000053,830,729455
330200705000054,704,399661
330200705000055,844,675644
330200705000056,627,484887
330200705000057,847,649621
330200705000058,716,430934
330200705000059,672,500951
330200705000060,501,358406
330200705000061,862,325530
330200705000062,700,436828
330200705000063,1007,467340
330200705000064,999,367661
330200705000065,1211,516907
330200705000066,1021,494835
330200705000067,959,501821
330200705000068,1397,438109
330200705000069,712,229175
330200705000070,259,60709
330200705000071,497,192708
330200705000072,591,197289
330200705000073,669,260890
330200705000074,925,330259
330200705000075,444,193449
330200705000076,658,228013
330200705000077,307,159464
330200705000078,571,224768
330200705000079,835,363385
330200705000080,775,261236
330200705000081,547,384024
330200705000082,394,149102
330200705000083,1366,418025
330200705000084,879,276001
330200705000085,668,390120
330200705000086,318,98231
330200705000087,664,225344
330200705000088,703,235471
330200705000089,882,315544
330200705000090,384,148881
330200705000091,567,301681
330200705000092,750,368663
330200705000093,824,462714
330200705000094,742,323698
330200705000095,884,251894
330200705000096,735,305259
330200705000097,1340,535510
330200705000098,518,161841
330200705000099,615,341423
330200705000100,1169,613297
330200705000101,793,494464
330200705000102,258,228930
330200705000103,306,311879
330200705000104,310,321101
330200705000105,424,309159
330200705000106,376,329752
330200705000107,660,354190
330200705000108,386,337460
330200705000109,586,330821
330200705000110,680,297438
330200705000111,1342,548206
330200705000112,861,606207
330200705000113,827,296026
330200705000114,286,136668
330200705000115,756,374795
330200705000116,1013,357932
330200705000117,967,421881
330200705000118,787,233208
330200705000119,608,304405
330200705000120,538,206883
330200705000121,1520,723540
330200705000122,342,255444
330200705000123,1620,979742
330200705000124,479,240853
330200705000125,290,173772
330200705000126,104,73126
330200705000127,637,267133
330200705000128,170,40650
330200705000129,73,21130
330200705000130,267,100663
330200705000131,181,54420
330200705000132,30,5170
330200705000133,152,55452
330200705000134,984,278235
330200705000135,679,264076
330200705000136,302,80690
330200705000137,215,88037
330200705000138,675,309758
330200705000139,737,238962
330200705000140,320,65555
330200705000141,771,334939
330200705000142,566,221810
330200705000143,154,49811
330200705000144,728,490715
330200705000145,748,544677
330200705000146,544,298156
330200705000147,815,370767
330200705000148,708,350775
330200705000149,601,186258
330200705000150,987,399071
330200705000151,692,279687
330200705000152,495,295198
330200705000153,1319,584466
330200705000154,770,387645
330200715000001,53,18555
330200715000002,363,149740
330200715000003,352,144682
330205605000001,454,401680
330205605000002,567,459106
330205605000003,464,280376
330205605000004,645,190881
330205605000005,718,247237
330205605000006,521,267257
330205605000007,810,313067
330205605000008,1021,491206
330205605000009,503,330158
330205605000010,680,454252
330205605000011,551,288935
330205605000012,670,298699
330205605000013,420,219244
330205605000014,562,308980
330205605000015,577,412593
330205605000016,410,128019
330205605000017,369,111302
330205605000018,454,255702
330205605000019,19,5480
330205605000020,365,117649
330205605000021,386,120553
330205605000022,571,214659
330205605000023,126,39112
330205605000024,410,143793
330205605000025,181,62487
330205605000026,107,36413
330205605000027,418,142729
330205605000028,423,186545
330205605000029,650,267792
330210605000001,508,503427
330210605000002,666,489256
330210605000003,502,437141
330210605000004,661,463582
330210605000005,938,496800
330210605000006,507,620918
330210605000007,925,693865
330210605000008,1019,345463
330210605000009,1039,333415
330210605000010,775,351121
330210605000011,485,278385
330210605000012,253,119874
330210605000013,547,322512
330210605000014,1091,396889
330210605000015,843,489736
330210605000016,872,555093
330210605000017,986,776543
330210605000019,379,134015
330210605000020,361,118492
330210605000021,246,129820
330210607000001,408,204262
330210607000002,330,110331
330210610000001,165,52770
330210610000002,281,105837
330210610000003,209,71861
330210615000001,739,358104
330210615000002,228,81862
330210615000003,180,58631
330210615000004,299,80912
330210615000005,722,211703
330210615000006,485,232992
330210620000001,519,341014
330210620000002,931,413858
330210620000003,526,214807
330210620000004,205,61723
330210620000005,322,108515
330210620000006,131,45330
330210625000001,706,389036
330210625000002,655,283570
330210625000003,297,106375
330210625000004,398,134333
330210625000005,447,167207
330220505000001,326,457834
330220505000002,237,528420
330220505000003,223,358953
330220505000004,252,410669
330220505000005,647,1147919
330220505000006,247,224849
330220505000007,654,576052
330220505000008,447,302466
330220505000009,548,268384
330220505000010,545,664867
330220505000011,873,789021
330220505000012,896,458500
330220505000013,560,335157
330220505000014,594,324352
330220505000015,530,844170
330220505000016,351,555746
330220505000017,424,351366
330220505000018,565,387344
330220505000019,663,329049
330220505000020,412,647431
330220505000021,716,749402
330220505000022,625,526414
330220505000023,520,319234
330220505000024,578,281113
330220505000025,466,223902
330220505000026,484,325832
330220505000027,435,291733
330220505000028,712,675653
330220505000029,595,283890
330220505000030,463,238677
330220505000031,654,359758
330220505000032,789,375671
330220505000033,834,402240
330220505000034,719,375419
330220505000035,655,839737
330220505000036,423,356971
330220505000037,701,952605
330220505000038,703,939585
330220505000039,833,745372
330220505000040,486,271267
330220505000041,874,379102
330220505000042,815,340932
330220505000043,829,448585
330220505000044,767,522616
330220505000045,704,525133
330220505000046,805,473395
330220505000047,548,154508
330220505000048,688,513588
330220505000049,713,615729
330220505000050,689,696227
330220505000051,755,688505
330220505000052,719,649484
330220505000053,625,225069
330220505000054,499,222093
330220505000055,510,291801
330220505000056,347,133259
330220505000057,887,374431
330220505000058,582,216803
330220505000059,510,164748
330220505000060,873,431019
330220505000061,818,302138
330220505000062,602,219015
330220505000063,669,233889
330220505000064,432,162627
330220505000065,622,206156
330220505000066,669,234740
330220505000067,509,227240
330220505000068,458,153827
330220505000069,328,131411
330220505000070,419,259977
330220505000071,NA,62730
330220505000072,373,336330
330220505000073,435,344454
330220505000074,404,235136
330220505000075,438,195077
330220505000076,848,952285
330220505000077,471,511825
330220505000078,494,546570
330220505000079,386,343242
330220505000080,513,501641
330220505000081,742,994392
330220505000082,964,724157
330220505000083,844,664494
330220505000084,615,383414
330220505000085,1120,607766
330220505000086,567,240921
330220505000087,912,416796
330220505000088,817,377960
330220505000089,624,277500
330220505000090,776,320523
330220505000091,596,305449
330220505000092,607,262511
330220505000093,527,373519
330220505000094,471,239869
330220505000095,666,377655
330220505000096,975,421367
330220505000097,660,373746
330220505000098,554,255023
330220505000099,554,220814
330220505000100,552,296156
330220505000101,625,544433
330220505000102,599,416958
330220505000103,824,472135
330220505000104,664,412888
330220505000105,640,448975
330220505000106,644,502365
330220505000107,720,307779
330220505000108,832,280182
330220505000109,379,142396
330220505000110,64,39370
330220505000111,128,50035
330220505000112,76,29341
330220505000113,168,71478
330220505000114,92,46331
330220505000115,322,133023
330220505000116,321,113802
330220505000117,119,47189
330220505000118,281,97743
330220505000119,437,158133
330220505000120,324,127698
330220505000121,194,64833
330220505000122,337,128979
330220505000123,228,76558
330220505000124,227,75300
330220505000125,487,582784
330220505000126,735,550778
330220505000127,472,558014
330220505000128,892,289089
330220505000129,840,455040
330220505000130,668,421910
330220505000131,508,259680
330220505000132,596,192156
330220505000133,626,1055869
330220505000134,614,203713
330220505000135,392,130131
330220505000136,691,323589
330220505000137,901,397114
330220505000138,337,144734
330220505000139,388,336979
330220505000140,405,251750
330220505000141,454,684963
330220510000001,623,261930
330220510000002,568,279248
330220510000003,12,5370
330220510000004,222,75853
330220510000005,13,3200
330220510000006,188,51392
330220510000007,32,9980
330220510000008,182,52852
330220510000009,141,42657
330220510000010,545,233105
330220515000001,908,415558
330220515000002,450,108799
330220515000003,758,308409
330220515000004,37,27160
330220515000005,225,119635
330220515000006,169,57123
330220515000007,160,61660
330220515000008,140,48933
330220515000009,481,296638
330220520000001,227,55505
330220520000002,37,10340
330220520000003,181,41470
330220520000004,80,28230
