cod_setor,pop,renda_mensal_total
330520805070009,411,471312
330520805070010,487,547839
330520805070011,63,X
330520805070013,305,301780
330520805070014,653,611843
330520805070015,596,619192
330520805070016,243,263560
330520805070017,13,13150
330520805070018,432,358657
330520805070019,450,2049448
330520805070020,384,268550
330520805070021,88,X
330520805070022,13,X
330520805070023,281,738140
330520805070024,1151,1048776
330520805070025,482,344339
330520805070026,418,X
330520805070027,13,X
330520805070028,392,173187
330520805070029,552,265001
330520805070031,108,44166
330520805070032,9,X
330520805070033,37,X
330520805070034,95,44520
330520805070035,4,X
330520805070036,114,X
330520805070037,81,17005
330520805070038,72,40092
330520805070039,911,316813
330520805070040,205,108445
330520805070042,472,144510
330520805070043,776,512869
330520805070044,99,48037
330520805070045,131,103462
330520805070046,270,141703
330520805070048,556,619767
330520805070049,181,72150
330520805070051,530,434022
330520805070052,531,346995
330520805070053,539,288083
330520805070054,276,135244
330520805070055,20,14896
330520805070057,306,202685
330520805070058,36,19460
330520805070059,257,156722
330520805070060,293,89482
330520805070061,1093,366008
330520805070062,367,213352
330520805070064,444,494773
330520805070065,330,359122
330520805080001,320,420899
330520805080002,240,268315
330520805080003,174,182618
330520805080004,147,188370
330520805080005,350,455492
330520805080006,181,366170
330520805080007,59,92980
330520805080008,427,298727
330520805080009,119,98521
330520805080010,72,X
330520805080011,214,380919
330520805080012,171,165346
330520805080013,103,208530
330520805080014,297,150168
330520805080015,295,77229
330520805080016,153,46293
330520805080017,214,84290
330520805080018,5,X
330520805080020,12,13210
330520805080021,658,250918
330520805080022,566,212076
330520805080023,290,235448
330520805080024,365,286480
330520805080025,287,184168
330520805080026,84,32480
330520805080027,90,19791
330520805080028,17,7730
330520805080029,134,70715
330520805080030,723,217109
330520805080031,69,16440
330520805080032,208,67096
330520805080033,113,37918
330520805080034,588,283007
330520805080035,780,601538
330520805080036,147,85666
330520805080037,567,261188
330520805080038,391,157843
330520805080039,49,20880
330520805080040,9,X
330520805080041,16,X
330520805080042,21,7114
330520805080043,27,4330
330520805080045,353,186440
330520805080046,476,142440
330520805080047,451,185611
330520805080048,416,204849
330520805090001,672,345196
330520805090002,606,303608
330520805090003,649,423738
330520805090004,934,490940
330520805090005,410,549761
330520805090006,109,162453
330520805090007,401,591174
330520805090008,14,18200
330520805090009,536,230109
330520805090010,875,481419
330520805090011,512,236538
330520805090012,564,275212
330520805090013,54,24980
330520805090014,707,233005
330520805090015,1010,363010
330520805090016,538,186326
330520805090017,112,42469
330520805090018,468,222588
330520805090019,619,256647
330520805090020,630,349031
330520805090021,490,211916
330520805090022,730,360529
330520805090023,845,425269
330520805090024,782,374585
330520805090025,441,227624
330520805090026,777,376622
330520805090027,93,25157
330520805090028,1143,438658
330520805090029,13,X
330520805090030,34,X
330520805090032,209,67593
330520805090033,730,319088
330520805090034,607,305104
330520805090035,471,290411
330520805090036,426,312338
330520805090037,381,198764
330520805090038,659,384473
330520805090040,10,X
330520805090041,324,100542
330520805090042,416,121983
330520805090043,800,204910
330520805090044,194,X
330520805090045,20,10450
330520805090047,4,X
330520805090048,489,179893
330520805090049,21,8110
330520805090050,797,271707
330520805090051,497,203527
330520805090052,442,195876
330520805090053,592,198321
330520805090054,731,401675
330520805090055,664,387039
330520805090056,42,20870
330520805090057,70,23410
330520805090058,347,113869
330520805090059,169,42685
330520805090060,288,107009
330520805090061,245,85514
330520805090062,288,121352
330520805090063,14,6221
330520805090064,412,179642
330520805090065,691,254305
330520805090066,368,163534
330520805090067,70,X
330520805090068,9,X
330520805090069,170,125210
330520805090070,561,304461
330520805090071,922,476337
330520805090072,135,51393
330520805090073,247,125234
330520805090074,899,339127
330520805090075,527,171407
330520805090076,39,X
330520805090077,5,X
330520805090078,403,132271
330520805090079,17,7440
330520805090080,979,307885
330520805090081,304,79772
330520805090082,43,13692
330520805090083,452,122555
330520805090084,303,93199
330520805090085,110,32785
330520805090086,18,X
330520805090087,52,28170
330520805090088,112,40796
330520805090089,77,16620
330520805090090,57,14410
330520805090092,496,344264
330520805090093,852,281578
330520805090094,809,162161
330520805090095,800,351864
330520805090096,58,25246
330520805090097,431,242419
330520805090098,379,135322
330520805090099,107,36535
330520805090100,163,380410
330530705000001,1265,483762
330530705000002,808,604013
330530705000003,416,154369
330530705000004,247,60458
330530705000005,373,85879
330530705000006,361,74922
330530707000001,674,254867
330530707000002,677,175806
330530707000003,336,128007
330530707000004,603,185081
330530710000001,655,248804
330530710000002,635,294902
330530710000003,498,136125
330530710000004,755,275912
330530710000005,571,309274
330540605000001,446,362118
330540605000002,429,371684
330540605000003,469,269122
330540605000004,712,342414
330540605000005,860,396513
330540605000006,567,317462
330540605000007,703,343053
330540605000008,405,40500
330540605000009,236,59161
330540605000010,462,130807
330540605000015,469,304170
330540605000016,745,272839
330540610000001,715,371919
330540610000002,568,335569
330540610000003,611,414843
330540610000004,519,315577
330540610000006,260,112615
330540610000008,592,268300
330540610000009,473,186010
330540615000001,517,326655
330540615000002,246,132273
330540615000003,392,170461
330540615000004,650,295509
330540615000005,575,237140
330540615000006,287,23930
330540615000007,234,85758
330540615000008,683,806147
330540615000009,452,198822
330540620000001,561,276327
330540620000002,5,X
330540620000004,553,210358
330540620000005,112,X
330540620000006,288,134720
330540625000001,166,50771
330540625000002,559,105600
330540625000003,530,78989
330540625000004,447,151309
330550505000001,235,278659
330550505000002,215,258997
330550505000003,277,206174
330550505000004,406,280263
330550505000005,223,211339
330550505000007,7,X
330550505000008,219,173114
330550505000009,128,195615
330550505000010,227,220840
330550505000011,367,266928
330550505000012,191,138172
330550505000013,237,151204
330550505000014,254,239120
330550505000015,386,195867
330550505000016,279,122957
330550505000017,66,68640
330550505000018,94,46640
330550505000019,251,140032
330550505000020,165,142484
330550505000021,420,228319
330550505000022,165,36458
330550505000023,280,106667
330550505000024,332,187131
330550505000025,50,36698
330550505000026,172,80701
330550505000027,112,99798
330550505000028,149,170319
330550505000029,725,529892
330550505000030,180,254382
330550505000031,803,405759
330550505000032,399,371066
330550505000033,533,410833
330550505000034,336,290671
330550505000035,325,285019
330550505000036,88,108720
330550505000037,403,184035
330550505000038,491,503271
330550505000039,244,236007
330550505000040,294,150754
330550505000041,211,175814
330550505000042,225,173820
330550505000043,161,114968
330550505000044,104,154400
330550505000045,254,450837
330550505000046,264,252261
330550505000047,52,19840
330550505000048,97,26650
330550505000050,152,107236
330550505000051,130,126910
330550505000052,228,224629
330550505000053,265,120890
330550505000054,238,169790
330550505000055,332,131611
330550505000056,456,111237
330550505000057,243,79510
330550505000058,52,85863
330550505000059,1034,594361
330550505000060,148,124058
330550505000061,163,221041
330550505000062,277,228155
330550505000063,198,63319
330550505000064,118,93776
330550505000065,131,52355
330550505000066,288,296616
330550505000067,134,188208
330550505000068,222,99244
330550505000069,164,X
330550505000070,317,156123
330550505000071,129,81810
330550505000072,131,114902
330550505000073,237,182207
330550505000074,112,129644
330550505000075,183,208948
330550505000076,176,205800
330550505000077,422,127522
330550505000078,145,173406
330550505000079,124,114515
330550505000080,248,109218
330550505000081,306,122449
330550505000082,137,112505
330550505000083,253,229368
330550505000085,202,344464
330550505000086,341,334879
330550505000087,158,165507
330550505000088,1334,386267
330550505000089,728,298420
330550505000090,416,194050
330550505000091,60,41130
330550505000092,149,108366
330550505000093,198,180456
330550505000094,184,100000
330550505000095,328,118309
330550505000096,337,253025
330550505000097,53,12380
330550505000098,22,X
330550505000099,98,27827
330550505000100,8,X
330550505000101,353,166707
330550505000102,319,98281
330550505000103,277,95373
330550505000104,280,119064
330550505000105,148,42006
330550505000106,124,52120
330550505000107,259,101757
330550505000108,398,97337
330550505000109,169,81740
330550510000001,376,254803
330550510000002,162,138044
330550510000003,64,X
330550510000004,321,153080
330550510000005,407,265206
330550510000006,151,81310
330550510000007,245,117206
330550510000008,341,197630
330550510000009,414,175306
330550510000010,447,168281
330550510000011,637,256148
330550510000012,399,196609
330550510000013,465,182464
330550510000014,277,329724
330550510000015,72,43000
330550510000016,218,75902
330550510000017,945,231761
330550510000018,218,133409
330550510000019,329,150123
330550510000020,424,189698
330550510000021,251,110365
330550510000022,201,72598
330550510000023,445,144695
330550510000024,474,358493
330550510000025,565,499545
330550510000026,547,284239
330550510000027,264,188778
330550510000028,1081,491337
330550510000029,526,296110
330550510000030,503,271353
330550510000031,239,126730
330550510000032,303,149537
330550510000033,369,157440
330550510000034,144,64538
330550510000035,423,177489
330550510000036,556,170322
330550510000037,309,123336
330550510000038,30,21930
330550510000039,187,86620
330550510000040,384,102580
330550510000041,448,199079
330550510000042,215,90086
330550510000043,414,188765
330550510000044,101,39885
330550510000045,163,48810
330550510000046,562,355707
330550510000047,255,171983
330550510000048,389,300977
330550510000049,225,138270
330550510000050,192,134505
330550510000051,102,88048
330550510000052,383,255678
330550510000053,279,229276
330550510000054,294,205420
330550510000055,146,55170
330550510000056,311,223126
330550510000057,279,176850
330550510000058,442,224763
330550510000059,554,275180
330550510000060,552,244518
330550510000061,348,255839
330550510000062,270,143216
330550510000063,4,X
330550510000064,501,212769
330550510000065,389,271821
330550510000066,473,230916
330550510000067,188,71632
330550510000068,142,49015
330550510000069,358,152802
330550510000070,505,207295
330550510000071,690,212082
330550510000072,378,195236
330550510000073,247,163673
330550510000074,187,59860
330550510000075,519,169272
330550510000076,37,X
330550510000077,6,X
330550510000078,80,33816
330550510000079,846,301163
330550510000080,94,44039
330550510000081,327,136213
330550510000082,80,24947
330550510000083,432,160278
330550510000084,382,162905
330550510000085,137,44326
330550510000086,28,12814
330550510000087,275,115034
330550510000088,252,82348
330550510000089,875,385321
330550510000090,320,70040
330550510000091,520,227652
330550510000092,839,180189
330550510000093,204,48000
330550510000094,286,60630
330550510000095,310,124657
330550510000096,300,64900
330550510000097,161,61546
330550510000098,121,48106
330550510000099,448,199278
330550510000100,203,109584
330550510000101,32,15811
330550510000102,181,140587
330550510000103,154,83439
330550510000104,21,9782
330550510000105,138,62795
330550510000106,368,197380
330550510000107,74,40966
330550510000108,700,206470
330550515000001,638,197607
330550515000002,475,160701
330550515000003,782,292576
330550515000004,607,231086
330550515000005,181,88162
330550515000006,282,118212
330550515000007,74,46572
330550515000008,307,115532
330550515000009,68,46202
330550515000010,55,21051
330550515000011,66,38376
330550515000012,467,152171
330550515000013,57,31330
330550515000015,229,198761
330550515000016,158,112900
330550515000017,406,127900
330550515000018,133,62989
330550515000019,128,133355
330550515000020,166,51110
330550515000021,323,99234
330550515000022,25,3060
330550515000023,66,43490
330550515000024,616,179567
330550515000025,173,65259
330550515000026,84,38009
330550515000027,270,95551
330550515000028,274,62270
330550515000029,116,48217
330550515000030,93,30150
330550515000031,69,25332
330550515000032,266,81121
330550515000033,625,209870
330550515000034,35,10431
330550515000035,144,35935
330550515000036,25,7340
330550515000037,87,33790
330550515000038,221,95490
330550515000039,294,225090
330550515000040,387,100092
330550515000041,243,108096
330550515000042,93,51160
330550515000043,173,64810
330550515000044,127,138785
330550515000045,142,78307
330550515000046,128,99177
330550515000047,217,143439
330550515000048,78,49300
330550515000049,195,158884
330550515000050,54,51595
330550515000051,171,129205
330550515000052,154,171522
330550515000053,266,178435
330550515000054,191,134550
330555405000001,729,792773
330555405000002,607,434562
330555405000003,442,308801
330555405000004,414,365805
330555405000005,772,726693
330555405000006,356,275745
330555405000007,390,271700
330555405000008,657,548507
330555405000009,724,546316
330555405000010,930,324653
330555405000011,613,274305
330555405000012,666,234247
330555405000013,1174,471279
330555405000014,829,557042
330555405000015,962,666294
330555405000016,348,389295
330555405000017,608,481565
330555405000018,872,709998
330555405000019,605,426188
330555405000020,381,281181
330555405000021,813,617305
330555405000022,810,446855
330555405000023,750,413786
330555405000024,1108,547050
330555405000025,456,314996
330555405000026,815,430373
330555405000027,688,321896
330555405000028,1463,813039
330555405000029,808,1504564
330555405000030,718,353177
330555405000031,436,176249
330555405000032,629,1107036
330555405000033,233,87184
330555405000034,620,329502
330555405000035,867,509420
330555405000036,556,240955
330555405000037,143,65247
330555405000038,NA,1083
330555405000039,354,138654
330555405000040,905,442369
330555405000041,544,264358
330555405000042,916,416904
330555405000043,711,337824
330555405000044,546,357380
330555405000045,1216,542756
330555405000046,899,348910
330555405000047,745,388756
330555405000048,643,274196
330555405000049,849,297915
330555405000050,997,366231
330555405000051,474,144558
330555405000052,560,226499
330555405000053,907,338911
330555405000054,603,306224
330555405000055,735,240203
330555405000056,701,292073
330555405000057,776,325503
330555405000058,755,315708
330555405000059,560,246829
330555405000060,918,223390
330555405000061,923,417863
330555405000062,741,301031
330555405000063,638,292408
330555405000064,635,424873
330555405000065,779,418573
330555405000066,575,327530
330555405000067,666,421569
330555405000068,323,182505
330555405000069,957,529333
330555405000070,504,260297
330555405000071,629,421465
330555405000072,528,396816
330555405000073,1402,604655
330555405000074,823,300957
330555405000075,1059,345398
330555405000076,922,387147
330555405000077,348,64897
330555405000078,513,205588
330555405000079,606,216395
330555405000080,728,401813
330555405000081,642,273026
330555405000082,496,179129
330555405000083,696,406435
330555405000084,1563,621490
330555405000085,187,44415
330555405000086,1083,407331
330555405000087,702,335495
330555405000088,718,410886
330555405000089,686,354096
330555405000090,754,288179
330555405000091,1106,338992
330555405000092,813,215960
330555405000093,896,291913
330555405000094,850,321212
330555405000095,630,281659
330555405000096,740,265720
330555405000097,379,81994
330555405000098,127,43245
330555405000099,216,64913
330555405000100,62,12330
330555405000101,257,71850
330555405000102,472,194170
330555405000103,371,173377
330555405000104,1115,599667
330555405000105,402,168398
330555405000106,270,119428
330555405000107,412,142100
330555405000108,828,284197
330555405000109,571,179818
330555405000110,593,213233
330555405000111,414,159881
330555405000112,568,235221
330555405000113,565,156873
330555405000114,676,277597
330555405000115,504,268179
330555405000116,526,191867
330560405000001,920,482757
330560405000002,317,136471
330560405000003,385,81676
330560405000004,678,148560
330560405000005,689,299246
330560405000006,681,578100
330560405000007,468,353690
330560405000008,630,490658
330560405000009,691,406133
330560405000010,681,247472
330560405000011,438,141080
330560405000012,834,245620
330560405000013,426,199042
330560405000014,701,293944
330560405000015,408,342516
330560405000016,381,78036
330560405000017,868,275447
330560405000018,547,222026
330560405000019,292,130203
330560405000020,443,264973
330560405000021,566,264577
330560405000022,494,113686
330560405000023,681,224679
330560405000024,537,213643
330560405000025,393,203499
330560405000026,463,229424
330560405000027,255,121967
330560405000028,247,69132
330560405000029,239,66241
330560405000030,353,113961
330560405000031,232,51705
330560405000032,376,101523
330560405000033,446,138043
330560405000034,541,141742
330560405000035,509,144029
330560405000036,710,173085
330560405000038,671,174029
330560405000039,221,66280
330560410000001,135,46071
330560410000002,151,74198
330560410000003,282,72796
330560415000001,54,23466
330560415000002,317,105096
330560415000003,39,5365
330560420000001,395,223182
330560420000002,3,X
330560420000004,34,6290
330560420000005,323,151637
330560420000006,11,X
330560420000007,138,23766
330570305000001,635,605021
330570305000002,597,322102
330570305000003,598,368607
330570305000004,398,184933
330570305000005,244,74416
330570305000006,324,82816
330570305000007,660,191496
330570305000008,758,343134
330570305000009,409,147827
330570305000010,158,60510
330570305000011,469,452958
330570305000012,268,102616
330570305000013,485,230738
330570305000014,829,384855
330570305000015,34,36300
330570305000016,146,51863
330570305000017,100,46165
330570305000018,225,78742
330570310000001,617,265557
330570310000002,644,209572
330570310000003,718,171946
330570310000004,1030,291890
330570310000005,200,54892
330570310000006,509,133204
330570315000001,195,60755
330570315000002,171,49362
330570315000003,94,40866
330570315000005,94,33443
330570315000006,48,22200
330570315000007,209,111730
330570315000008,141,46070
330570325000001,50,25500
330570325000002,141,48800
330570325000003,770,319005
330570325000004,842,230542
330570325000005,224,109656
330570325000006,631,177904
330570325000007,185,36510
330575205000001,442,274071
330575205000002,386,158543
330575205000003,935,344099
330575205000004,653,211415
330575205000005,962,313028
330575205000006,766,326609
330575205000007,466,270902
330575205000008,360,145086
330575205000009,443,154941
330575205000010,815,333399
330575205000011,813,296012
330575205000012,71,22965
330575205000013,981,481287
330575205000014,152,69507
330575205000015,797,401594
330575205000016,494,267669
330575205000017,851,297293
330575205000018,399,154960
330575205000019,861,282676
330575205000020,1289,368727
330575205000021,689,252050
330575205000022,658,273337
330575205000023,559,339003
330575205000024,137,50117
330575205000025,1245,370002
330575205000026,400,145741
330575205000027,943,268134
330575205000028,158,58854
330575205000029,664,187949
330575205000030,922,258893
330575205000031,154,42316
330575205000032,217,199792
330575205000033,418,280017
330575205000034,610,253069
330575205000035,363,104796
330575205000036,401,132985
330575205000037,619,200254
330575205000038,517,261457
330575205000039,512,165904
330575205000040,379,111836
330575205000041,491,190421
330575205000042,235,189024
330575205000043,257,78565
330575205000044,542,196355
330575205000045,252,93560
330575205000046,242,77502
330575205000047,753,271448
330575205000048,462,180390
330575205000049,172,44241
330575205000050,262,82585
330575205000051,50,26480
330575205000053,185,50233
330575205000054,5,X
330575205000055,727,262341
330575205000056,479,177166
330575205000057,77,20080
330575205000058,45,24775
330575205000059,16,X
330575205000060,146,58279
330575205000061,74,X
330575205000062,60,17990
330575205000063,297,119304
330575205000064,72,X
330575205000065,42,15945
330575205000066,360,182970
330575205000067,219,76237
330575205000068,122,54526
330575205000069,50,23496
330575205000070,287,104849
330580205000001,678,1002473
330580205000002,550,1074361
330580205000003,577,860862
330580205000004,399,572928
330580205000005,312,415233
330580205000006,669,1797535
330580205000007,645,977606
330580205000008,532,502721
330580205000009,638,1254908
330580205000010,481,589425
330580205000011,422,403323
330580205000012,662,971851
330580205000013,486,887080
330580205000014,347,664821
330580205000015,427,837599
330580205000016,181,298941
330580205000017,463,748382
330580205000018,420,753300
330580205000019,270,263937
330580205000020,335,403043
330580205000021,970,749312
330580205000022,384,585560
330580205000023,467,689601
330580205000024,412,664848
330580205000025,688,729707
330580205000026,226,334588
330580205000027,291,97277
330580205000028,188,319244
330580205000029,338,386860
330580205000030,324,646350
330580205000031,312,290739
330580205000032,991,505546
330580205000033,1385,370555
330580205000034,588,287059
330580205000035,780,413086
330580205000036,939,402172
330580205000037,1045,672677
330580205000038,762,453980
330580205000039,663,296855
330580205000040,815,347222
330580205000041,1738,332854
330580205000042,484,159264
330580205000043,953,242148
330580205000044,630,300163
330580205000045,805,383302
330580205000046,679,831648
330580205000047,1026,813806
330580205000048,1200,558418
330580205000049,1080,770738
330580205000050,1011,525265
330580205000051,1122,1485346
330580205000052,651,646701
330580205000053,582,677439
330580205000054,847,1037658
330580205000055,947,507146
330580205000056,847,278282
330580205000057,1370,645374
330580205000058,351,125620
330580205000060,202,369586
330580205000061,455,978894
330580205000062,354,890683
330580205000063,1321,435253
330580205000064,1903,702486
330580205000065,431,240959
330580205000067,736,304348
330580205000068,1376,1173138
330580205000069,774,923415
330580205000070,1127,1070450
330580205000071,1009,404958
330580205000072,1287,556729
330580205000073,423,519014
330580205000074,409,669260
330580205000075,1089,460645
330580205000076,1025,516455
330580205000077,427,X
330580205000078,17,X
330580205000079,708,229000
330580205000080,966,715487
330580205000081,830,540936
330580205000082,454,723575
330580205000083,244,283411
330580205000084,583,1108667
330580205000085,405,231344
330580205000086,817,524114
330580205000087,372,552784
330580205000088,1271,496056
330580205000089,994,593925
330580205000090,860,1532470
330580205000091,844,1652733
330580205000092,501,445083
330580205000093,727,2012174
330580205000094,354,852527
330580205000095,484,956197
330580205000096,459,938346
330580205000097,437,483379
330580205000098,558,767282
330580205000099,1271,787799
330580205000100,349,557410
330580205000101,315,198251
330580205000102,490,224219
330580205000103,539,774780
330580205000104,713,778459
330580205000105,1270,1062281
330580205000106,851,858823
330580205000107,865,1111683
330580205000108,1026,988639
330580205000109,1216,921794
330580205000110,241,223288
330580205000111,408,436480
330580205000112,866,522427
330580205000113,674,1265528
330580205000114,688,779115
330580205000115,1146,1097582
330580205000116,869,304034
330580205000117,995,421715
330580205000118,252,109340
330580205000119,1382,1002554
330580205000120,369,462603
330580205000121,379,412703
330580205000122,340,180983
330580205000123,1066,367818
330580205000124,1291,507021
330580205000125,2266,731748
330580205000126,836,360756
330580205000127,451,409898
330580205000128,1375,514524
330580205000129,1050,360330
330580205000130,779,371506
330580205000131,895,635305
330580205000132,810,280685
330580205000133,172,76262
330580205000134,418,409716
330580205000135,434,166272
330580205000136,594,167125
330580205000137,576,278323
330580205000138,1057,456864
330580205000139,513,258512
330580205000140,885,566812
330580205000141,630,347605
330580205000142,1606,535039
330580205000143,709,207616
330580205000144,733,398427
330580205000145,1278,1121204
330580205000146,689,402585
330580205000147,795,520584
330580205000148,597,747577
330580205000149,1866,606842
330580205000150,1165,418984
330580205000151,561,177720
330580205000152,1951,584319
330580205000153,775,561639
330580205000154,863,603043
330580205000155,918,302535
330580205000156,3833,1983209
330580205000157,597,354056
330580205000158,996,346698
330580205000159,2115,771449
330580205000160,1480,504131
330580205000161,420,137719
330580205000162,998,312086
330580205000163,1132,447521
330580205000165,870,343542
330580205000166,877,371826
330580205000167,563,359766
330580205000168,183,345714
330580205000169,336,153416
330580205000170,885,388853
330580205000171,24,X
330580205000172,386,431424
330580205000173,412,173002
330580205000174,321,231853
330580205000175,608,313476
330580205000176,406,1391341
330580205000177,277,395271
330580205000178,69,41535
330580205000179,417,97834
330580205000180,437,140230
330580205000181,513,99882
330580205000182,509,671988
330580205000183,402,283401
330580205000184,276,505828
330580205000185,838,488940
330580205000186,213,344202
330580210000001,578,236162
330580210000002,1061,494548
330580210000003,603,242450
330580210000004,418,211502
330580210000005,529,288278
330580210000006,151,63669
330580210000007,114,28930
330580210000008,102,28496
330580210000009,182,78870
330580210000010,255,95457
330580210000011,1035,336782
330580210000012,1095,473290
330580210000013,685,194060
330580210000014,595,181360
330580210000015,450,143542
330580210000016,463,113656
330580210000017,88,35050
330580210000018,47,X
330580210000019,659,227767
330580210000020,759,222465
330580210000021,590,178361
330580210000022,557,138071
330580210000023,397,125316
330580210000024,764,359941
330580210000025,1663,612615
330580210000026,991,330606
330580210000027,1457,768004
330580215000001,1783,414615
330580215000002,205,58239
330580215000003,907,422157
330580215000004,493,132669
330580215000005,345,145506
330580215000006,134,69216
330580215000007,280,98868
330580215000008,176,59500
330580215000009,1274,406933
330580215000010,1273,509747
330580215000011,581,178048
330580215000012,192,63860
330580215000013,247,96652
330580215000014,192,49431
330580215000015,518,117310
330580215000016,424,181991
330580215000017,453,151645
330580215000018,519,244460
330580215000019,667,234580
330580215000020,483,213602
330580215000021,361,143782
330580215000022,295,129742
330580215000023,137,50498
330590105000001,561,312749
330590105000002,713,540687
330590105000003,658,359854
330590105000004,113,58532
330590105000005,452,158472
330590105000006,458,367832
330590105000007,775,428765
330590110000001,205,55912
330590110000002,188,60276
330590110000003,175,84980
330590110000004,101,26244
330590110000005,623,193920
330590115000001,492,242541
330590115000002,107,40894
330590115000003,77,22811
330590120000001,605,274621
330590120000002,1011,391772
330590120000003,258,86148
330590120000004,361,111182
330590125000001,922,510902
330590125000002,325,97834
330590125000003,231,142040
330590125000004,482,97132
330590125000005,342,202126
330600805000001,642,1324460
330600805000002,589,1931642
330600805000003,685,894091
330600805000004,625,1081968
330600805000005,740,1299057
330600805000006,639,1107320
330600805000007,586,542928
330600805000008,802,1247823
330600805000009,691,1170895
330600805000010,693,812139
330600805000011,289,296102
330600805000012,1052,688370
330600805000013,781,679914
330600805000014,734,887350
330600805000015,720,477064
330600805000016,604,289228
330600805000017,791,463742
330600805000018,645,450957
330600805000019,881,454370
330600805000020,655,340477
330600805000021,742,384126
330600805000022,757,411939
330600805000023,1165,636125
330600805000024,768,365176
330600805000025,927,375484
330600805000026,669,291190
330600805000027,891,513858
330600805000028,792,546657
330600805000029,1000,504637
330600805000030,509,281843
330600805000031,576,274316
330600805000032,974,576217
330600805000033,729,479780
330600805000034,660,257628
330600805000035,687,257750
330600805000036,654,293434
330600805000037,755,317787
330600805000038,665,456276
330600805000039,665,209001
330600805000040,480,168083
330600805000041,354,107435
330600805000042,637,191827
330600805000043,609,254478
330600805000044,649,254535
330600805000045,587,320709
330600805000046,574,378433
330600805000047,405,142397
330600805000048,407,108324
330600805000049,520,223702
330600805000050,793,416384
330600805000051,1028,466458
330600805000052,430,260529
330600805000053,626,338775
330600805000054,630,369184
330600805000055,791,545806
330600805000056,484,188398
330600805000057,971,407564
330600805000058,718,379833
330600805000059,691,373842
330600805000060,817,352011
330600805000061,837,365549
330600805000062,823,418259
330600805000063,917,436861
330600805000064,918,366089
330600805000065,563,283788
330600805000066,590,224388
330600805000067,692,280292
330600805000068,943,349508
330600805000069,449,142358
330600805000070,683,364568
330600805000071,548,288636
330600805000072,701,320327
330600805000073,662,321680
330600805000074,760,288516
330600805000075,430,235560
330600805000076,765,307808
330600805000077,637,384221
330600805000078,535,200934
330600805000079,728,628807
330600805000080,657,547662
330600805000081,697,225566
330600805000082,955,375603
330600805000083,757,206701
330600805000084,681,246513
330600805000085,743,235749
330600805000086,111,32355
330600805000087,410,191406
330600805000088,991,283477
330600805000089,51,18094
330600805000090,7,X
330600805000091,502,206277
330600805000092,145,54165
330600805000093,69,24970
330600805000095,20,11510
330600805000097,8,X
330600805000098,296,645764
330600805000099,304,608439
330600805000100,NA,18360
330600805000101,517,706452
330600805000102,NA,23970
330600805000103,542,335923
330600805000104,771,303618
330600805000105,503,283525
330600805000106,396,226490
330600805000107,343,213283
330600805000108,210,138382
330600805000109,654,171658
330600805000110,578,260997
330600805000111,869,249816
330600805000112,551,217676
330600805000113,452,174629
330600805000114,657,245696
330600805000115,1031,260721
330600805000116,531,233575
330600805000117,415,143975
330600805000118,753,347316
330600805000119,546,396921
330600805000120,13,X
330600805000121,422,111721
330600805000122,409,131897
330600820000001,901,368242
330600820000002,594,309736
330600820000003,231,83656
330600820000004,248,80191
330600820000005,533,216454
330600820000006,280,98324
330600820000007,392,140425
330600820000008,348,183217
330600820000009,217,75160
330610705000001,289,279454
330610705000002,489,470139
330610705000003,631,480791
330610705000004,556,446902
330610705000005,505,310472
330610705000006,704,479639
330610705000007,531,576966
330610705000008,539,492013
330610705000009,924,698926
330610705000010,507,520689
330610705000011,553,506978
330610705000012,751,898725
330610705000013,649,703248
330610705000014,677,730365
330610705000015,192,201465
330610705000016,735,668749
330610705000017,956,1012763
330610705000018,539,571549
330610705000019,363,232564
330610705000020,480,350529
330610705000021,744,386500
330610705000022,622,284710
330610705000023,1032,434897
330610705000024,340,134352
330610705000025,1160,447121
330610705000026,455,249227
330610705000027,649,319063
330610705000028,1278,411885
330610705000029,415,172837
330610705000030,464,193475
330610705000031,1045,695746
330610705000032,1009,529573
330610705000033,1228,339844
330610705000034,584,205405
330610705000035,582,427283
330610705000036,527,433446
330610705000037,616,313889
330610705000038,994,404963
330610705000039,870,520404
330610705000040,532,138647
330610705000041,793,308397
330610705000042,658,254607
330610705000043,922,349118
330610705000044,650,250089
330610705000045,931,290416
330610705000046,770,451490
330610705000047,1033,978162
330610705000048,444,625314
330610705000049,732,735490
330610705000050,426,321452
330610705000051,246,188753
330610705000052,727,436809
330610705000053,869,435138
330610705000054,976,816070
330610705000055,1031,463918
330610705000056,969,410915
330610705000057,423,175750
330610705000058,665,441402
330610705000059,1143,336000
330610705000060,1023,378911
330610705000061,435,207519
330610705000062,912,436328
330610705000063,731,580773
330610705000064,426,311937
330610705000065,562,205104
330610705000066,515,166387
330610705000067,641,229241
330610705000068,790,520988
330610705000069,122,47862
330610705000070,181,112400
330610705000071,238,71113
330610705000072,374,126246
330610705000073,991,315511
330610705000074,158,141693
330610705000075,258,232630
330610705000076,625,278966
330610705000077,187,218995
330610705000078,330,454571
330610705000079,610,537702
330610705000080,616,418708
330610705000081,668,403675
330610705000082,480,154386
330610705000083,587,285381
330610705000084,635,421941
330610705000085,985,246556
330610705000086,385,128504
330610705000087,180,94539
330610705000088,138,53075
330610705000089,246,111355
330610705000090,622,184296
330610710000001,561,381988
330610710000002,888,380269
330610710000003,375,268193
330610710000004,1098,374016
