CD_GEOCODI,Total
330455705080006,0.00000000000
330455705080007,14.00000000000
330455705080008,9.00000000000
330455705080009,9.00000000000
330455705080010,7.00000000000
330455705080011,4.00000000000
330455705080012,0.00000000000
330455705080013,30.00000000000
330455705080014,7.00000000000
330455705080015,16.00000000000
330455705090055,62.00000000000
330455705090056,20.00000000000
330455705090057,5.00000000000
330455705090058,29.00000000000
330455705090059,53.00000000000
330455705090060,12.00000000000
330455705090061,18.00000000000
330455705090062,24.00000000000
330455705090063,23.00000000000
330455705090064,69.00000000000
330455705090065,15.00000000000
330455705130160,10.00000000000
330455705130161,5.00000000000
330455705130162,22.00000000000
330455705130163,10.00000000000
330455705130254,6.00000000000
330455705130255,15.00000000000
330455705130256,4.00000000000
330455705130257,25.00000000000
330455705130258,23.00000000000
330455705130259,9.00000000000
330455705130260,6.00000000000
330455705090445,19.00000000000
330455705090446,27.00000000000
330455705090447,4.00000000000
330455705090448,0.00000000000
330455705090449,1.00000000000
330455705090450,89.00000000000
330455705090451,0.00000000000
330455705090452,0.00000000000
330455705090453,7.00000000000
330455705090454,29.00000000000
330455705090455,27.00000000000
330455705100113,4.00000000000
330455705100114,16.00000000000
330455705100115,18.00000000000
330455705100116,14.00000000000
330455705100117,87.00000000000
330455705100118,8.00000000000
330455705100119,6.00000000000
330455705100120,4.00000000000
330455705100121,1.00000000000
330455705100122,2.00000000000
330455705080070,11.00000000000
330455705080071,5.00000000000
330455705080072,2.00000000000
330455705080073,25.00000000000
330455705080074,44.00000000000
330455705080075,26.00000000000
330455705080076,3.00000000000
330455705080077,23.00000000000
330455705090007,10.00000000000
330455705090008,3.00000000000
330455705090009,32.00000000000
330455705090010,13.00000000000
330455705090011,109.00000000000
330455705090012,5.00000000000
330455705090013,10.00000000000
330455705090014,2.00000000000
330455705090015,0.00000000000
330455705060001,144.00000000000
330455705060002,22.00000000000
330455705060003,15.00000000000
330455705060004,18.00000000000
330455705060005,8.00000000000
330455705060006,13.00000000000
330455705060007,0.00000000000
330455705060008,3.00000000000
330455705060009,72.00000000000
330455705060010,11.00000000000
330455705060011,23.00000000000
330455705060012,13.00000000000
330455705060013,54.00000000000
330455705060014,31.00000000000
330455705060015,69.00000000000
330455705060016,89.00000000000
330455705060017,25.00000000000
330455705060018,6.00000000000
330455705060019,2.00000000000
330455705060020,11.00000000000
330455705060021,12.00000000000
330455705060022,181.00000000000
330455705060023,77.00000000000
330455705060024,2.00000000000
330455705060025,9.00000000000
330455705060026,26.00000000000
330455705060027,11.00000000000
330455705060028,52.00000000000
330455705060029,13.00000000000
330455705060030,17.00000000000
330455705060031,4.00000000000
330455705060032,52.00000000000
330455705060033,30.00000000000
330455705060034,30.00000000000
330455705060035,6.00000000000
330455705060036,47.00000000000
330455705060037,118.00000000000
330455705060038,20.00000000000
330455705060039,0.00000000000
330455705060040,2.00000000000
330455705060041,10.00000000000
330455705060042,13.00000000000
330455705060043,19.00000000000
330455705060044,2.00000000000
330455705060045,40.00000000000
330455705060046,69.00000000000
330455705060047,77.00000000000
330455705060048,17.00000000000
330455705060049,12.00000000000
330455705060050,14.00000000000
330455705060051,20.00000000000
330455705060052,37.00000000000
330455705060053,108.00000000000
330455705060054,46.00000000000
330455705060055,25.00000000000
330455705060056,8.00000000000
330455705060057,105.00000000000
330455705060058,7.00000000000
330455705060059,9.00000000000
330455705060060,98.00000000000
330455705060061,5.00000000000
330455705060062,12.00000000000
330455705060063,2.00000000000
330455705060064,29.00000000000
330455705060065,12.00000000000
330455705060066,48.00000000000
330455705060067,38.00000000000
330455705060068,71.00000000000
330455705060069,16.00000000000
330455705060070,0.00000000000
330455705060071,5.00000000000
330455705060072,0.00000000000
330455705060073,25.00000000000
330455705060074,40.00000000000
330455705060075,30.00000000000
330455705070001,81.00000000000
330455705070002,97.00000000000
330455705070003,434.00000000000
330455705070004,73.00000000000
330455705070005,588.00000000000
330455705070006,208.00000000000
330455705070007,113.00000000000
330455705070008,256.00000000000
330455705070009,279.00000000000
330455705070010,306.00000000000
330455705070011,104.00000000000
330455705070012,98.00000000000
330455705070013,327.00000000000
330455705070014,453.00000000000
330455705070015,686.00000000000
330455705070016,385.00000000000
330455705070017,456.00000000000
330455705070018,196.00000000000
330455705070019,29.00000000000
330455705070020,121.00000000000
330455705070021,83.00000000000
330455705070022,29.00000000000
330455705070023,1.00000000000
330455705070024,57.00000000000
330455705070025,34.00000000000
330455705070026,33.00000000000
330455705070027,38.00000000000
330455705070028,58.00000000000
330455705070029,21.00000000000
330455705070030,22.00000000000
330455705070031,15.00000000000
330455705070032,7.00000000000
330455705070033,45.00000000000
330455705070034,68.00000000000
330455705070035,57.00000000000
330455705070036,60.00000000000
330455705070037,152.00000000000
330455705070038,55.00000000000
330455705070039,10.00000000000
330455705070040,23.00000000000
330455705070041,57.00000000000
330455705070042,1.00000000000
330455705070043,42.00000000000
330455705070044,27.00000000000
330455705070045,21.00000000000
330455705070046,1.00000000000
330455705070047,15.00000000000
330455705070048,23.00000000000
330455705070049,10.00000000000
330455705070050,16.00000000000
330455705070051,16.00000000000
330455705070052,18.00000000000
330455705070053,16.00000000000
330455705070054,9.00000000000
330455705070055,17.00000000000
330455705070056,7.00000000000
330455705070057,2.00000000000
330455705070058,19.00000000000
330455705070059,2.00000000000
330455705070060,19.00000000000
330455705070061,9.00000000000
330455705070062,5.00000000000
330455705070063,32.00000000000
330455705070064,22.00000000000
330455705070065,47.00000000000
330455705070066,55.00000000000
330455705070067,8.00000000000
330455705070068,23.00000000000
330455705070069,27.00000000000
330455705070070,46.00000000000
330455705070071,101.00000000000
330455705070072,72.00000000000
330455705070073,41.00000000000
330455705070074,14.00000000000
330455705070075,37.00000000000
330455705070076,22.00000000000
330455705070077,20.00000000000
330455705070078,16.00000000000
330455705070079,33.00000000000
330455705070080,10.00000000000
330455705070081,4.00000000000
330455705070082,3.00000000000
330455705070083,50.00000000000
330455705070084,30.00000000000
330455705070085,22.00000000000
330455705070086,66.00000000000
330455705070087,49.00000000000
330455705070088,68.00000000000
330455705070089,68.00000000000
330455705070090,8.00000000000
330455705070091,16.00000000000
330455705070092,78.00000000000
330455705070093,44.00000000000
330455705070094,47.00000000000
330455705070095,46.00000000000
330455705070096,0.00000000000
330455705070097,0.00000000000
330455705070098,2.00000000000
330455705070099,9.00000000000
330455705070100,16.00000000000
330455705070101,1.00000000000
330455705080001,8.00000000000
330455705080002,0.00000000000
330455705080003,11.00000000000
330455705080004,14.00000000000
330455705080005,47.00000000000
330455705080016,15.00000000000
330455705080017,0.00000000000
330455705080018,19.00000000000
330455705080019,14.00000000000
330455705080020,106.00000000000
330455705080021,2.00000000000
330455705080022,1.00000000000
330455705080023,10.00000000000
330455705080024,14.00000000000
330455705080025,7.00000000000
330455705080026,0.00000000000
330455705080027,1.00000000000
330455705080028,1.00000000000
330455705080029,19.00000000000
330455705080030,33.00000000000
330455705080031,31.00000000000
330455705080032,31.00000000000
330455705080033,81.00000000000
330455705080034,25.00000000000
330455705080035,92.00000000000
330455705080036,1.00000000000
330455705080037,17.00000000000
330455705080038,22.00000000000
330455705080039,11.00000000000
330455705080040,1.00000000000
330455705080041,10.00000000000
330455705080042,24.00000000000
330455705080043,1.00000000000
330455705080044,15.00000000000
330455705080045,0.00000000000
330455705080046,15.00000000000
330455705080047,18.00000000000
330455705080048,9.00000000000
330455705080049,35.00000000000
330455705080050,20.00000000000
330455705080051,33.00000000000
330455705080052,24.00000000000
330455705080053,23.00000000000
330455705080054,32.00000000000
330455705080055,9.00000000000
330455705080056,11.00000000000
330455705080057,20.00000000000
330455705080058,13.00000000000
330455705080059,14.00000000000
330455705080060,5.00000000000
330455705080061,6.00000000000
330455705080062,13.00000000000
330455705080063,19.00000000000
330455705080064,22.00000000000
330455705080065,14.00000000000
330455705080066,13.00000000000
