origin_id,dest_id,it_id,itin_start_time,itin_end_time,leg_id,distance,mode,routeId,route
1,6,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,7,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,8,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,9,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,10,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,11,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,12,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,13,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,14,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,15,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,16,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,17,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,18,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,19,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,20,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,21,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,22,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,23,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,24,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,25,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,26,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,27,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,28,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,29,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,2,3412.0887497603644,BUS,1:31117006,865A
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,3,4502.322594094658,BUS,1:31110076,806A
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,4,212.47899999999996,WALK,NA,
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,5,11272.487599148395,BUS,1:33084158,BRT 42
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,6,225.87599999999998,WALK,NA,
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,7,22460.22791170514,SUBWAY,1:13387065,L2
1,30,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,8,450.91399999999993,WALK,NA,
1,31,1,2020-01-01T11:00:00Z,2020-01-01T14:01:56Z,1,1828.0410000000004,WALK,NA,
